# x: pt/A (MeV/c)
# y: DR(CI-n/CI-p), using pseudo-n from Y(d)/(Y(p))^2
# Provided by Rensheng Wang on 20210602
x    y      yerr    yferr
150	1.243	0.027	2.1
170	1.233	0.022	1.8
190	1.238	0.021	1.7
210	1.265	0.024	1.9
230	1.292	0.026	2
250	1.337	0.03	2.2
270	1.362	0.033	2.4
290	1.437	0.038	2.6
310	1.418	0.041	2.9
330	1.509	0.047	3.1
350	1.541	0.052	3.4
370	1.585	0.057	3.6
390	1.658	0.065	3.9
410	1.571	0.072	4.6
430	1.602	0.102	6.3
