bar,run_start,run_stop,nonlinear_fast_threshold,linear_fit_params[0],linear_fit_params[1],quadratic_fit_params[0],quadratic_fit_params[1],quadratic_fit_params[2],stationary_point_x,stationary_point_y
18,2358,2378,2892.8612,0.59813176,1.1854693,-6580.6525,5.7347293,-0.00078618461,3657.445,3882.1851
18,2379,2565,2925.3566,-3.2061682,1.1788041,-7003.6904,5.9599872,-0.00081656856,3648.2874,3871.1939
18,2566,2633,3011.632,-28.706095,1.166128,-8139.3315,6.5512845,-0.00089402871,3664.0893,3863.2581
18,2634,2711,3055.0556,-30.156991,1.1571238,-8938.2555,6.9886099,-0.00095433838,3661.9123,3855.801
18,2712,3500,3025.1717,-26.156403,1.1524187,-7755.5751,6.2647808,-0.00084466501,3708.9384,3858.8866
18,3501,4051,3070.7814,-22.199239,1.1301216,-7304.6218,5.8644305,-0.00077036356,3811.6329,3869.8943
18,4052,4074,3035.139,-27.253414,1.1468459,-7487.5481,6.0608926,-0.00080924921,3743.2815,3855.3414
18,4075,4196,3092.9474,-23.568092,1.1251926,-7673.7559,6.0614012,-0.00079765828,3798.0097,3851.8813
18,4197,4224,3191.5994,-29.822522,1.0902051,-7515.8452,5.781954,-0.00073503935,3933.2575,3854.3901
18,4225,4332,3220.0151,-30.94802,1.0895752,-8373.0106,6.2724094,-0.00080502611,3896.2146,3846.963
18,4333,4449,3100.1067,-3.0521308,1.1010681,-6529.9394,5.3103548,-0.00067852491,3915.8287,3862.4531
18,4450,4509,3084.8787,-5.7835968,1.1016748,-6010.105,4.9932922,-0.00063059744,3961.2961,3874.8052
18,4510,4570,3120.7315,-5.921302,1.1009002,-6906.9181,5.5236625,-0.00070865807,3897.9252,3857.4805
18,4571,4598,3140.916,-1.868564,1.0988414,-7583.2916,5.9251671,-0.00076829305,3856.9827,3842.7608
18,4599,5000,3120.9648,-5.5857245,1.1006091,-6902.2962,5.5198716,-0.00070808572,3899.2202,3855.7429
19,2001,2232,3149.7329,-35.058971,1.1016225,-7045.3784,5.5523823,-0.00070647953,3929.8371,3864.0892
19,2233,2281,3134.4592,-33.21229,1.1011045,-6663.6742,5.3333537,-0.0006756069,3946.6998,3867.1585
19,2282,2516,3094.709,-6.6117257,1.1060216,-6519.3467,5.3145667,-0.00067975566,3909.9464,3868.0458
19,2517,2565,3089.495,-1.9235058,1.1050201,-6420.2817,5.2550344,-0.00067067335,3920.7382,3869.4369
19,2566,2633,3174.6045,-35.706574,1.1001597,-7631.7156,5.8846121,-0.00075340983,3905.5216,3859.2951
19,2634,2656,3190.0994,-36.231244,1.0999562,-8128.1572,6.1730841,-0.00079507302,3882.179,3854.2471
19,2657,2826,3166.3574,-31.009035,1.0993165,-7520.7868,5.8299388,-0.00074693293,3902.5586,3854.1941
19,2827,3500,3143.6327,-32.122579,1.1002048,-6971.742,5.5173819,-0.00070281482,3925.4332,3856.7689
19,3501,4196,3085.0344,-32.138152,1.1234166,-7313.2249,5.8506451,-0.00076671295,3821.2489,3848.6257
19,4197,4224,3111.2225,-37.901283,1.1171292,-7464.3435,5.8910653,-0.00076715652,3839.6935,3845.3325
19,4225,4332,3130.3652,-39.71609,1.1167981,-7926.1543,6.1560593,-0.00080503812,3822.7017,3842.7108
19,4333,4472,3027.6991,-11.781233,1.1279212,-6493.9679,5.4101308,-0.00070717641,3825.3068,3853.2881
19,4473,5000,3038.5211,-12.901781,1.1271221,-6701.9095,5.5303369,-0.00072460616,3816.6733,3851.726
20,2001,2232,2961.5315,-29.316229,1.1634765,-6391.2037,5.4577754,-0.00072478406,3767.0323,3884.2014
20,2233,2281,2950.3177,-27.425325,1.1632755,-6078.5708,5.2646809,-0.00069588457,3784.3836,3893.6981
20,2282,2311,2901.2719,-6.8544903,1.1758403,-6279.1521,5.4912147,-0.00074237306,3711.3463,3892.0768
20,2312,2352,2980.2974,-2.7386335,1.1749126,-9005.8626,7.1485748,-0.00099308609,3614.4265,3905.7888
20,2353,2565,2903.9192,-4.6170892,1.1756681,-6312.0766,5.5129491,-0.00074610158,3705.5142,3913.5447
20,2566,2632,2965.4831,-32.670335,1.1648253,-6517.7885,5.5381068,-0.00073728222,3756.8476,3882.324
20,2633,2711,3013.3324,-34.692125,1.1637023,-8098.6164,6.515136,-0.00088787976,3669.611,3853.5496
20,2712,2826,2978.2902,-29.082271,1.1632974,-7120.6266,5.9247734,-0.00079919368,3708.2962,3860.8852
20,2827,3500,2955.6351,-28.711052,1.1635595,-6492.1073,5.5360397,-0.00073941998,3744.2984,3870.3295
20,3501,4196,2953.6563,-31.123694,1.1638585,-6563.3547,5.5858854,-0.00074887048,3728.9321,3860.7794
20,4197,4224,2995.1941,-36.34283,1.1569797,-7205.8326,5.9418394,-0.00079836712,3721.863,3849.1306
20,4225,4333,3009.2139,-40.674844,1.1574856,-7697.4678,6.2442142,-0.00084495621,3693.9707,3839.5034
20,4334,4496,2922.8975,-11.477748,1.1719818,-6911.7246,5.8902851,-0.00080671453,3654.0288,3860.7856
20,4497,4573,2911.3095,-12.882135,1.171083,-6415.245,5.5672797,-0.00075461457,3691.0722,3856.8069
20,4574,4637,2915.522,-15.614854,1.1724969,-6621.4989,5.693888,-0.00077408157,3687.0672,3878.7878
20,4638,5000,2929.2443,-12.197617,1.1711301,-6919.1055,5.8827527,-0.00080381302,3660.9535,3845.6981
21,2001,2232,3097.9169,-24.644137,1.1196963,-7206.8462,5.7554053,-0.00074814845,3846.4154,3862.5543
21,2233,2281,3072.4712,-28.170359,1.1223036,-6761.5674,5.4991584,-0.00071119032,3864.2303,3867.4802
21,2282,2311,3002.8007,-11.012813,1.1332943,-5997.1566,5.1203506,-0.00066402328,3859.3786,3877.25
21,2312,2376,2998.8775,-9.8895057,1.1330434,-5999.1717,5.1216586,-0.00066412853,3860.8987,3877.0613
21,2377,2487,2979.8744,-16.063498,1.1352986,-5545.0972,4.8439288,-0.00062211658,3895.5486,3885.0067
21,2488,2514,3018.6082,-12.303389,1.1319222,-6378.9175,5.3443368,-0.00069678604,3835.6632,3869.0969
21,2515,2565,2960.8542,-12.355012,1.1350734,-5346.2133,4.7393663,-0.00060804668,3926.025,3895.9978
21,2566,2635,3083.7658,-32.357951,1.123894,-6977.1957,5.6277667,-0.00073021584,3854.1304,3866.591
21,2636,2711,3092.5026,-35.584095,1.1247268,-7236.4157,5.7807796,-0.00075277076,3837.9152,3860.565
21,2712,2827,3078.1192,-27.786436,1.1228312,-6994.8275,5.6500833,-0.00073535202,3841.9477,3858.2604
21,2828,3500,3061.5043,-29.609102,1.1236517,-6592.9734,5.4113594,-0.00070021474,3864.1327,3861.6788
21,3501,4131,3070.6097,-32.294645,1.1215053,-6724.1003,5.4823465,-0.00071037941,3857.606,3852.5096
21,4132,4219,3112.1591,-32.757095,1.1140943,-7340.7092,5.8071171,-0.00075360176,3853.0837,3845.7763
21,4220,4333,3130.042,-36.994026,1.114264,-7867.8558,6.1180282,-0.00079934466,3827.4028,3839.4513
21,4334,4361,2961.4873,-18.982057,1.1319412,-5227.5104,4.6489073,-0.0005938076,3916.6326,3872.5114
21,4362,4505,2996.6057,-16.895967,1.1292933,-5838.5742,5.0141022,-0.00064804908,3870.3117,3860.8203
21,4506,4579,3011.2286,-17.711003,1.1289874,-6151.8009,5.202628,-0.0006763125,3844.8938,3856.1129
21,4580,5000,3019.6545,-13.928223,1.1269501,-6235.3265,5.2454522,-0.00068166473,3847.065,3856.9413
22,2001,2281,3247.5543,-22.249687,1.0782376,-7928.6419,5.9481283,-0.00074981047,3966.5863,3868.1399
22,2282,2324,3182.9134,-5.7221684,1.0886249,-7167.4964,5.5847869,-0.00070577274,3960.8448,3882.1291
22,2325,2358,3184.9259,-8.5816875,1.0893792,-7499.4138,5.7900108,-0.00073735854,3931.8337,3870.7533
22,2359,2382,3194.4344,-3.6819987,1.0870383,-7491.8291,5.7704871,-0.00073249541,3949.0489,3877.1601
22,2383,2565,3183.4145,-8.9102067,1.0901428,-7453.3981,5.7619758,-0.00073305712,3933.3334,3870.3659
22,2566,2638,3264.4922,-27.378436,1.0789769,-8472.5128,6.252199,-0.00079218748,3946.5914,3863.7781
22,2639,2712,3267.2925,-30.503961,1.0821788,-8821.9368,6.4618458,-0.00082311255,3924.4463,3858.7483
22,2713,2830,3243.8526,-23.997356,1.0823561,-8285.7489,6.1737423,-0.0007845766,3933.9222,3859.1575
22,2831,3500,3252.0621,-24.906231,1.0773526,-8087.4758,6.0321075,-0.00076139947,3962.0019,3859.9942
22,3501,4196,3234.3631,-25.672141,1.0799703,-7937.2477,5.9724992,-0.00075633654,3950.1112,3854.6033
22,4197,4248,3265.5651,-30.13708,1.0763504,-8554.2528,6.2964965,-0.00079921999,3940.4896,3848.0825
22,4249,4332,3262.842,-32.382551,1.0784904,-8642.8478,6.3576939,-0.00080938214,3927.907,3844.8002
22,4333,4491,3162.5836,-17.4396,1.0906913,-7050.146,5.5357794,-0.00070255613,3941.8379,3855.9984
22,4492,4514,3182.3625,-15.288127,1.0886313,-7519.475,5.8012284,-0.00073987449,3924.9264,3854.5678
22,4515,4536,3146.4104,-18.493478,1.0923905,-6553.3555,5.2449902,-0.00065979544,3975.3419,3871.7187
22,4537,4586,3169.8388,-18.204168,1.0907461,-7306.6984,5.6852189,-0.00072411225,3912.461,3854.34
22,4587,4635,3176.3487,-15.21487,1.0891791,-7316.858,5.6862875,-0.00072358391,3926.3524,3853.3373
22,4636,5000,3155.5967,-17.597914,1.091133,-6674.7674,5.3078941,-0.00066794891,3974.8814,3868.5409
23,2001,2232,3106.6019,-27.658031,1.1245336,-7541.3066,5.9608691,-0.00077827635,3829.839,3872.6505
23,2233,2281,3095.4636,-25.617305,1.1257986,-7386.8481,5.875538,-0.00076657807,3830.4363,3873.4226
23,2282,2370,3052.674,-1.6910857,1.1307884,-6974.3322,5.698325,-0.00074803066,3809.555,3878.3327
23,2371,2515,3035.0521,-6.1516892,1.1329488,-6648.4733,5.5093409,-0.00072078968,3822.6218,3880.3272
23,2516,2565,3031.6319,-1.3644123,1.1319752,-6599.4406,5.4842061,-0.00071746954,3826.5104,3880.1948
23,2566,2633,3122.0981,-27.419895,1.1255476,-8127.4751,6.3140276,-0.00083085687,3799.7221,3867.9998
23,2634,2655,3133.6521,-29.269214,1.1258911,-8536.2781,6.5550471,-0.00086614839,3783.9471,3865.4145
23,2656,2825,3111.9539,-23.51634,1.1248766,-7908.1447,6.1919405,-0.00081413255,3803.0334,3865.5868
23,2826,3500,3094.0104,-24.261535,1.1251464,-7445.6571,5.9223003,-0.00077513655,3820.2685,3866.6243
23,3501,4196,3139.4313,-22.653855,1.1120492,-7846.24,6.0968544,-0.00079389178,3839.9371,3857.4602
23,4197,4224,3165.901,-28.192171,1.1069126,-8084.747,6.1970501,-0.00080407801,3853.348,3855.4672
23,4225,4332,3180.1991,-27.979228,1.1058093,-8533.5423,6.4542706,-0.00084082752,3837.2705,3851.4792
23,4333,4398,3078.424,-4.855232,1.1145173,-6730.6063,5.4830508,-0.00070930099,3865.6678,3865.1059
23,4399,4534,3072.1648,-9.2209678,1.1163039,-6655.0916,5.4422038,-0.00070381114,3867.1648,3864.9846
23,4535,4636,3084.9824,-8.473367,1.1154894,-6890.4034,5.5798513,-0.00072365797,3854.295,3862.9883
23,4637,5000,3068.3718,-7.5120829,1.1153674,-6476.7714,5.3324736,-0.00068718984,3879.5081,3866.5682
24,2001,2232,2981.4931,-14.27386,1.1661922,-7088.5733,5.9084401,-0.00079489861,3718.6184,3896.8923
24,2233,2281,2954.1411,-14.970106,1.1723566,-6652.6906,5.6651234,-0.00076041228,3726.4288,3906.6446
24,2282,2565,3373.125,4.5794508,1.1829368,-104676.03,62.469835,-0.0092161418,3496.3542,4080.6382
24,2566,2634,2997.4696,-24.283357,1.1688074,-7706.3759,6.2938258,-0.00085461255,3683.6016,3882.023
24,2635,2711,3006.9881,-27.677866,1.170801,-8214.7925,6.6152201,-0.00090508003,3654.3521,3873.6865
24,2712,2841,3020.6929,-19.459836,1.1588778,-7794.8724,6.305995,-0.00085199983,3701.1506,3873.4177
24,2842,3500,2993.9939,-22.627451,1.1608095,-6895.7896,5.7534416,-0.00076738651,3749.1852,3888.6832
24,3501,4066,3023.1158,-23.264782,1.1520436,-7325.8298,6.0026271,-0.00080803025,3731.847,3883.8655
24,4067,4196,3033.441,-28.877225,1.1529806,-7765.7718,6.2507477,-0.0008399092,3718.6544,3864.7882
24,4197,4225,2941.5963,-33.722076,1.1926732,-7955.8451,6.5798527,-0.00091582886,3594.0733,3861.9753
24,4226,4251,2972.0267,-36.715202,1.1923382,-9255.9578,7.3954124,-0.0010435296,3543.6376,3848.5174
24,4252,4284,2960.657,-35.112563,1.1896746,-8254.1434,6.7409042,-0.00093738627,3596.7615,3864.8998
24,4285,4336,2977.7318,-36.537149,1.1913457,-9455.531,7.5148488,-0.0010616769,3540.3525,3848.4691
24,4337,4537,3378.1258,-11.841435,1.2051682,-114130.49,68.768726,-0.01,3443.0926,4098.1967
24,4538,5000,3310.4473,-12.919916,1.2034089,-97363.912,58.921321,-0.0089378436,3454.8417,4076.2888
