bar,run_start,run_stop,nonlinear_fast_threshold,linear_fit_params[0],linear_fit_params[1],quadratic_fit_params[0],quadratic_fit_params[1],quadratic_fit_params[2],stationary_point_x,stationary_point_y
15,2001,2258,3129.7079,-67.907057,1.1257547,-7387.0443,5.8029562,-0.00074722652,3882.9967,3879.3855
15,2259,2281,3136.4603,-57.622759,1.1234225,-7574.069,5.916371,-0.0007640697,3871.6174,3878.8932
15,2282,2329,3173.0044,-17.860286,1.1104507,-8627.3929,6.5371892,-0.00085514197,3822.283,3866.1007
15,2330,2358,3155.0021,-23.773,1.1119565,-8182.0188,6.2835827,-0.00081959158,3833.3622,3861.6055
15,2359,2382,3188.3371,-8.3070863,1.1065471,-9178.9081,6.8591391,-0.00090213045,3801.6337,3859.059
15,2383,2515,3210.6809,-10.154756,1.1048203,-10086.061,7.3813119,-0.00097743934,3775.8414,3849.271
15,2516,2565,3177.5867,-6.6017818,1.107709,-8613.3833,6.5248902,-0.00085240493,3827.3419,3873.1096
15,2566,2628,3197.9361,-48.799916,1.1132841,-8980.8128,6.6993951,-0.00087339316,3835.2688,3866.1777
15,2629,2727,3218.1002,-48.726141,1.1090089,-9386.2141,6.9121148,-0.00090163537,3833.0987,3861.1952
15,2728,3500,3192.1878,-48.178979,1.1098094,-8534.4821,6.4267291,-0.00083280183,3858.4984,3864.2799
15,3501,4082,3341.0493,-58.38088,1.0579271,-8503.9546,6.1135686,-0.00075659487,4040.1864,3846.0237
15,4083,4196,3415.5966,-61.472455,1.0432438,-9521.5367,6.5825772,-0.00081088811,4058.8689,3837.3723
15,4197,4238,3133.2133,-72.772706,1.1325056,-8431.2993,6.4679397,-0.00085143168,3798.2729,3852.2007
15,4239,4332,3148.5268,-72.564403,1.131306,-8987.0795,6.793964,-0.00089925518,3777.5507,3845.1922
15,4333,4356,3077.9623,-31.116499,1.1288324,-7178.2093,5.7728743,-0.00075440202,3826.1259,3865.6627
15,4357,4483,3103.0638,-35.344261,1.12925,-8051.3118,6.2957358,-0.00083248142,3781.3071,3851.7435
15,4484,4509,3095.9668,-36.066289,1.1278002,-7660.9209,6.0534697,-0.00079549779,3804.8312,3855.2943
15,4510,5000,3130.6533,-32.772971,1.1256004,-8613.3704,6.6072662,-0.00087548274,3773.4988,3852.8853
16,2001,2237,3366.031,-54.348982,1.0710676,-9490.4945,6.6777571,-0.0008328339,4009.057,3895.26
16,2238,2281,3361.1104,-48.447209,1.0646752,-8369.4449,6.0160137,-0.00073656291,4083.8424,3914.7811
16,2282,2346,3368.2323,-11.624886,1.0569248,-9180.3679,6.5011711,-0.0008081756,4022.1278,3893.9024
16,2347,2565,3337.4477,-12.00016,1.0665098,-8855.0685,6.3658099,-0.00079391507,4009.1252,3905.5959
16,2566,2633,3340.9051,-51.983048,1.0542602,-7504.6626,5.5157335,-0.00066770428,4130.3715,3886.3518
16,2634,2724,3377.5448,-51.397992,1.0567209,-8661.5298,6.1551769,-0.00075475772,4077.5846,3887.5975
16,2725,2830,3323.7798,-52.850502,1.0666094,-7615.9646,5.6175211,-0.00068459885,4102.783,3907.7705
16,2831,3500,3237.9015,-53.716275,1.0847381,-6502.0199,5.0677521,-0.00061506102,4119.7149,3936.827
16,3501,4064,3230.378,-53.883507,1.0872688,-7136.4942,5.4722731,-0.00067871379,4031.3554,3893.8447
16,4065,4093,3366.1736,-57.513927,1.0630668,-8946.1288,6.3442055,-0.00078444243,4043.7675,3881.1171
16,4094,4227,3229.5488,-61.323912,1.1029622,-7785.0334,5.886113,-0.00074052927,3974.2608,3911.4408
16,4228,4332,3279.4059,-63.312617,1.10048,-9656.1596,6.9508365,-0.0008919842,3896.2778,3885.0356
16,4333,4472,3261.777,-23.925391,1.0945697,-9254.6141,6.7544838,-0.00086761207,3892.5714,3891.5411
16,4473,5000,3288.6719,-23.383603,1.092565,-10289.966,7.3361693,-0.00094925923,3864.1548,3884.0805
17,2001,2565,2896.7551,-51.926365,1.2973517,-51723.826,36.973064,-0.0061578751,3002.0959,3774.5159
17,2566,2639,2696.2936,-68.463944,1.2986761,-6350.4236,5.9583761,-0.00086409361,3447.7608,3921.1042
17,2640,3500,2704.7028,-66.22538,1.2964658,-6682.9199,6.1891989,-0.00090448627,3421.3891,3904.909
17,3501,4073,2872.1103,-60.485559,1.2295523,-7291.0487,6.2645699,-0.00087653626,3573.4802,3902.1096
17,4074,4212,2837.8161,-63.790128,1.2369475,-7078.5131,6.1806949,-0.0008710479,3547.8502,3885.5767
17,4213,4287,2876.6771,-64.979024,1.2327226,-8154.055,6.8566252,-0.00097749978,3507.2259,3869.8119
17,4288,4310,2854.2063,-65.628763,1.2334095,-7180.6482,6.2190473,-0.00087338427,3560.3156,3890.2376
17,4311,4342,2886.0615,-58.158577,1.2366656,-9633.7217,7.8723959,-0.0011496169,3423.9214,3843.5107
17,4343,4455,3172.2639,-41.86593,1.2469424,-84297.566,54.367176,-0.0083726063,3246.7295,3960.1916
17,4456,4505,3059.021,-42.778902,1.245939,-59222.331,39.937764,-0.0063242169,3157.5264,3829.9406
17,4506,5000,2810.4283,-43.961363,1.245659,-7220.0162,6.352393,-0.00090853307,3495.9614,3883.844
18,2001,2247,3363.047,-50.223587,1.0112422,-5700.5087,4.37146,-0.00049957937,4375.1406,3862.3674
18,2248,2334,3304.1147,-43.810826,1.0293008,-5231.7742,4.1696055,-0.00047521121,4387.1076,3914.4798
18,2335,3500,3082.6602,-63.84113,1.0365148,-1936.8517,2.2517059,-0.00019710104,5712.0599,4494.0878
18,3501,4110,3205.5367,-73.543985,1.0747976,-5356.6745,4.371051,-0.00051414999,4250.7547,3933.4582
18,4111,4217,3246.4816,-70.386638,1.0747846,-6560.1983,5.0728431,-0.00061575253,4119.2223,3887.8858
18,4218,4332,3294.1375,-70.498951,1.0717686,-7908.4878,5.8305189,-0.00072230595,4036.0451,3857.6309
18,4333,4403,3278.23,-30.175923,1.065668,-7816.0978,5.8157446,-0.00072448799,4013.6929,3855.2085
18,4404,4463,3246.1715,-31.049826,1.0641044,-6238.0323,4.8882908,-0.00058903026,4149.4395,3903.8011
18,4464,5000,3285.9422,-32.094275,1.0634319,-7639.4588,5.6936804,-0.00070455414,4040.6266,3863.5594
19,2001,2357,3753.3278,-40.375142,0.95104454,-8873.5413,5.6578896,-0.00062702292,4511.7088,3889.8338
19,2358,2569,3884.7876,-17.235174,0.93631792,-11889.541,7.0485212,-0.00078668435,4479.8916,3898.7643
19,2570,2629,3984.5269,-48.377163,0.94665884,-9950.3872,5.9168901,-0.00062369153,4743.4428,4082.8276
19,2630,3500,3380.4175,-48.860132,1.0174532,-5943.2292,4.5048148,-0.00051581818,4366.6693,3892.2891
19,3501,4196,3271.7314,-56.19707,1.0180232,-5004.7855,4.0430811,-0.00046230229,4372.7678,3834.9419
19,4197,4332,3294.588,-60.465982,1.0548035,-7269.3824,5.4310207,-0.00066415243,4088.6855,3833.4854
19,4333,5000,3288.0375,-27.872893,1.0484597,-7149.6843,5.3804124,-0.00065874441,4083.8391,3836.6849
20,2001,2258,3069.8455,-52.400664,1.132662,-5862.9781,4.918245,-0.00061657549,3988.3559,3944.8776
20,2259,2281,3003.0476,-60.009226,1.1386059,-5039.2783,4.4547498,-0.00055212976,4034.1512,3946.2888
20,2282,2311,3041.7178,-30.896784,1.1193685,-5153.565,4.4876417,-0.00055367942,4052.5632,3939.6606
20,2312,2337,3088.3833,-27.920808,1.1105466,-5982.3105,4.966538,-0.00062427343,3977.8547,3895.7727
20,2338,2360,3012.8124,-34.702059,1.1146487,-4606.6988,4.1496845,-0.00050368814,4119.2993,3940.1975
20,2361,2381,3133.2458,-29.881645,1.1095384,-6593.4376,5.2991593,-0.0006685752,3963.0241,3906.9105
20,2382,2514,3054.009,-34.094488,1.1151596,-5127.568,4.4507579,-0.00054610158,4075.0275,3940.9124
20,2515,2565,3026.4085,-29.059688,1.1184376,-5000.5307,4.4038309,-0.00054278747,4056.6807,3931.9371
20,2566,2626,3037.5647,-68.737284,1.1208285,-4806.95,4.2405729,-0.00051352723,4128.8685,3947.4339
20,2627,3500,3028.8411,-67.531915,1.1257916,-4821.133,4.2646826,-0.00051816702,4115.1622,3953.7974
20,3501,4050,2904.9715,-67.862149,1.1656842,-4631.2537,4.3074648,-0.00054075928,3982.7932,3946.6172
20,4051,4207,2981.7291,-66.55128,1.1564714,-5405.833,4.7378039,-0.00060054625,3944.5787,3938.487
20,4208,4332,3031.4008,-72.434795,1.1519262,-6323.8607,5.2763732,-0.00068028731,3878.0477,3907.1527
20,4333,4559,2996.1518,-28.396841,1.1512528,-6184.9261,5.2608772,-0.00068581713,3835.481,3904.0713
20,4560,5000,3016.2179,-29.388189,1.1504794,-6784.1315,5.6294286,-0.00074247773,3790.9747,3886.3791
21,2001,2302,2985.904,-44.99917,1.1557403,-6054.5159,5.1809981,-0.00067404338,3843.223,3901.3496
21,2303,2500,2981.4891,-31.223504,1.1542635,-6105.372,5.2288372,-0.00068331186,3826.0987,3897.6514
21,2501,2565,2934.4963,-33.45115,1.1541902,-5181.8982,4.6631038,-0.00059787323,3899.743,3910.555
21,2566,2626,2943.5062,-66.121327,1.1564627,-4821.1997,4.3873568,-0.00054881728,3997.1016,3947.1558
21,2627,3500,2982.9123,-65.266936,1.1376353,-4808.7639,4.3180822,-0.00053311104,4049.89,3935.115
21,3501,4075,2953.3658,-59.167924,1.176752,-6443.0119,5.4998494,-0.00073189332,3757.2753,3889.2122
21,4076,4196,2877.1216,-61.568569,1.2136527,-6947.293,6.0001896,-0.00083182734,3606.6316,3872.9436
21,4197,4332,3055.412,-66.246645,1.1539271,-8171.6887,6.4595565,-0.0008682347,3719.9369,3842.8826
21,4333,4508,3018.9948,-24.00042,1.1490179,-7468.4154,6.0807355,-0.0008167814,3722.3763,3848.9776
21,4509,5000,3021.179,-25.698484,1.148506,-7397.9519,6.0288877,-0.0008076949,3732.1566,3852.4247
22,2001,2193,3047.3852,-44.298176,1.1490461,-7607.8599,6.1130143,-0.00081446353,3752.7858,3862.5567
22,2194,2281,3064.7262,-41.83222,1.1459247,-8107.7011,6.4096045,-0.00085875205,3731.9297,3852.3956
22,2282,2565,3081.6651,-0.56828856,1.1360076,-9099.6578,7.0413147,-0.00095813575,3674.487,3836.9517
22,2566,3500,3100.2831,-39.946314,1.1415444,-8989.1219,6.9146789,-0.0009310657,3713.3142,3849.0657
22,3501,4051,3237.8651,-31.985771,1.0905866,-8813.0013,6.5145405,-0.00083758184,3888.8979,3854.1902
22,4052,4089,3041.5643,-54.155266,1.1701825,-10292.325,7.9023561,-0.0011066959,3570.2473,3814.358
22,4090,4196,3030.8527,-59.150978,1.1703198,-9198.6858,7.2013188,-0.00099493436,3618.9919,3832.0716
22,4197,4267,3149.7768,-59.95443,1.128208,-9496.6799,7.1202043,-0.00095117793,3742.8351,3828.1955
22,4268,4332,3158.6179,-60.876796,1.128504,-10326.516,7.6285872,-0.0010289442,3706.9975,3813.0604
22,4333,4390,3095.5225,-18.791108,1.1254297,-8195.3939,6.4082877,-0.00085330635,3754.9748,3836.0855
22,4391,4504,3132.8903,-18.112072,1.1232591,-9973.1537,7.4784395,-0.0010142679,3686.6193,3811.9262
22,4505,5000,3100.5108,-18.41938,1.1237183,-8274.1158,6.4490965,-0.00085879046,3754.7556,3833.2747
23,2001,2281,3121.9643,-58.927157,1.1229187,-7847.8937,6.1127045,-0.00079914205,3824.5419,3841.2536
23,2282,2565,3158.4765,-13.984553,1.100916,-8079.6251,6.2082141,-0.00080850659,3839.3095,3838.0027
23,2566,3500,3138.5184,-55.68317,1.1163573,-8081.0073,6.2304418,-0.00081472908,3823.6279,3830.4384
23,3501,4050,2982.4804,-49.235937,1.1717829,-8294.2696,6.7007605,-0.0009269093,3614.5718,3815.9206
23,4051,4196,2998.934,-69.948422,1.1724816,-8325.4547,6.6781088,-0.0009179307,3637.5888,3820.652
23,4197,4225,3407.3762,-63.213435,1.0366019,-9650.8147,6.6641585,-0.00082579032,4035.0185,3794.1868
23,4226,4255,3388.65,-66.694299,1.0471821,-9796.5059,6.7897707,-0.00084732689,4006.5828,3805.3834
23,4256,4292,3520.9465,-65.837772,1.0184949,-11297.92,7.3986441,-0.00090602757,4083.0127,3806.4591
23,4293,4332,3459.2314,-65.99221,1.0326477,-10848.438,7.2666604,-0.00090106907,4032.2439,3802.0351
23,4333,4377,3242.93,-20.696444,1.0724886,-8370.9022,6.2222796,-0.00079400279,3918.2983,3819.4715
23,4378,4486,3211.494,-27.039616,1.0729943,-7243.3086,5.5670204,-0.00069967843,3978.2707,3830.2486
23,4487,4553,3268.5074,-26.280104,1.0647581,-8533.1418,6.2701075,-0.00079628845,3937.083,3809.8252
23,4554,4615,3335.8229,-26.262975,1.0383126,-7956.6749,5.7930086,-0.00071267211,4064.2874,3815.551
23,4616,4642,3452.1899,-25.842311,1.0165012,-9993.5533,6.7912189,-0.00083638472,4059.8655,3792.1642
23,4643,5000,3357.6111,-26.316647,1.038577,-8415.7745,6.0358548,-0.00074417162,4055.4186,3823.1844
24,2001,2247,3203.946,-43.172664,1.1085638,-9373.8565,6.9330589,-0.00090895649,3813.7463,3846.6073
24,2248,2281,3183.4513,-42.230308,1.1078234,-8426.7631,6.3753974,-0.000827337,3852.9628,3855.3216
24,2282,2335,3144.8576,-2.9893114,1.1045151,-7902.2521,6.1281211,-0.00079870167,3836.3017,3852.4086
24,2336,2372,3190.3525,-2.0045325,1.1024177,-9525.1256,7.0723668,-0.0009356253,3779.4867,3839.8326
24,2373,2565,3144.7907,-5.180133,1.1048715,-7878.4197,6.1120344,-0.00079610433,3838.7145,3852.7577
24,2566,2712,3216.7504,-51.548358,1.1096396,-9831.7945,7.1904633,-0.00094518115,3803.7488,3843.5637
24,2713,3500,3190.2095,-47.526332,1.1097747,-8985.1572,6.7129371,-0.00087818094,3822.0694,3843.4987
24,3501,4131,3112.1576,-1.0574788,1.0972955,-8483.6686,6.5485689,-0.00087580291,3738.6088,3757.5999
24,4132,4332,3134.4783,-5.7021188,1.0934089,-8759.1606,6.678682,-0.00089094143,3748.1038,3757.0361
24,4333,4358,3022.0364,39.461513,1.0945895,-6505.7828,5.4262675,-0.00071668197,3785.6872,3765.2929
24,4359,4562,3052.6386,37.447743,1.0932361,-7231.8412,5.8558628,-0.00078008361,3753.3559,3757.7273
24,4563,4610,3062.7381,39.955554,1.0901443,-7388.9999,5.9413299,-0.00079196872,3750.9877,3753.9279
24,4611,4637,3020.6187,35.534289,1.0951208,-6264.6742,5.2665896,-0.00069049906,3813.611,3777.6878
24,4638,5000,3081.1438,41.910118,1.0908663,-8095.5786,6.3729883,-0.00085716904,3717.463,3750.0955
