*Tele EF EB theta(degree) phi(degree)
   2 17  6       40.6270     225.061
   2 17  7       40.4215     224.633
   2 17  8       40.2174     224.201
   2 17  9       40.0148     223.765
   2 17 10       39.8138     223.325
   2 17 11       39.6142     222.881
   2 17 12       39.4163     222.433
   2 17 13       39.2200     221.980
   2 17 14       39.0254     221.524
   2 17 15       38.8326     221.064
   2 17 16       38.6415     220.601
   2 17 17       38.4522     220.133
   2 17 18       38.2648     219.661
   2 17 19       38.0793     219.185
   2 17 20       37.8957     218.706
   2 17 21       37.7142     218.222
   2 17 22       37.5346     217.735
   2 17 23       37.3571     217.243
   2 17 24       37.1817     216.748
   2 17 25       37.0085     216.250
   2 17 26       36.8375     215.747
   2 17 27       36.6687     215.241
   2 17 28       36.5021     214.731
   2 17 29       36.3379     214.218
   2 17 30       36.1760     213.700
   2 17 31       36.0164     213.180
   2 18  0       42.1583     227.227
   2 18  1       41.9465     226.823
   2 18  2       41.7358     226.416
   2 18  3       41.5264     226.004
   2 18  4       41.3182     225.588
   2 18  5       41.1112     225.169
   2 18  6       40.9057     224.745
   2 18  7       40.7015     224.318
   2 18  8       40.4987     223.887
   2 18  9       40.2974     223.452
   2 18 10       40.0976     223.013
   2 18 11       39.8993     222.570
   2 18 12       39.7027     222.124
   2 18 13       39.5076     221.673
   2 18 14       39.3143     221.219
   2 18 15       39.1227     220.760
   2 18 16       38.9328     220.298
   2 18 17       38.7448     219.832
   2 18 18       38.5586     219.362
   2 18 19       38.3743     218.888
   2 18 20       38.1919     218.410
   2 18 21       38.0115     217.929
   2 18 22       37.8331     217.444
   2 18 23       37.6568     216.955
   2 18 24       37.4826     216.462
   2 18 25       37.3105     215.966
   2 18 26       37.1405     215.465
   2 18 27       36.9728     214.962
   2 18 28       36.8074     214.455
   2 18 29       36.6442     213.944
   2 18 30       36.4833     213.430
   2 18 31       36.3248     212.912
   2 19  0       42.4301     226.910
   2 19  1       42.2195     226.507
   2 19  2       42.0102     226.100
   2 19  3       41.8020     225.689
   2 19  4       41.5951     225.274
   2 19  5       41.3895     224.856
   2 19  6       41.1852     224.433
   2 19  7       40.9823     224.007
   2 19  8       40.7808     223.577
   2 19  9       40.5807     223.143
   2 19 10       40.3822     222.706
   2 19 11       40.1852     222.264
   2 19 12       39.9898     221.819
   2 19 13       39.7960     221.369
   2 19 14       39.6039     220.916
   2 19 15       39.4135     220.460
   2 19 16       39.2249     219.999
   2 19 17       39.0381     219.535
   2 19 18       38.8531     219.066
   2 19 19       38.6700     218.595
   2 19 20       38.4888     218.119
   2 19 21       38.3096     217.639
   2 19 22       38.1323     217.156
   2 19 23       37.9571     216.670
   2 19 24       37.7840     216.179
   2 19 25       37.6131     215.685
   2 19 26       37.4442     215.188
   2 19 27       37.2776     214.687
   2 19 28       37.1132     214.182
   2 19 29       36.9511     213.674
   2 19 30       36.7913     213.163
   2 19 31       36.6338     212.648
   2 20  0       42.7026     226.597
   2 20  1       42.4934     226.194
   2 20  2       42.2853     225.788
   2 20  3       42.0785     225.377
   2 20  4       41.8729     224.964
   2 20  5       41.6685     224.546
   2 20  6       41.4655     224.125
   2 20  7       41.2639     223.699
   2 20  8       41.0636     223.271
   2 20  9       40.8649     222.838
   2 20 10       40.6676     222.401
   2 20 11       40.4718     221.961
   2 20 12       40.2777     221.517
   2 20 13       40.0852     221.070
   2 20 14       39.8943     220.618
   2 20 15       39.7051     220.163
   2 20 16       39.5177     219.704
   2 20 17       39.3321     219.241
   2 20 18       39.1483     218.775
   2 20 19       38.9663     218.305
   2 20 20       38.7863     217.831
   2 20 21       38.6083     217.354
   2 20 22       38.4322     216.873
   2 20 23       38.2581     216.388
   2 20 24       38.0861     215.900
   2 20 25       37.9163     215.409
   2 20 26       37.7485     214.914
   2 20 27       37.5830     214.415
   2 20 28       37.4196     213.913
   2 20 29       37.2585     213.408
   2 20 30       37.0997     212.899
   2 20 31       36.9433     212.388
   2 21  0       42.9760     226.286
   2 21  1       42.7681     225.884
   2 21  2       42.5613     225.479
   2 21  3       42.3557     225.069
   2 21  4       42.1514     224.656
   2 21  5       41.9483     224.240
   2 21  6       41.7466     223.819
   2 21  7       41.5462     223.395
   2 21  8       41.3472     222.968
   2 21  9       41.1497     222.536
   2 21 10       40.9537     222.101
   2 21 11       40.7592     221.662
   2 21 12       40.5663     221.219
   2 21 13       40.3750     220.773
   2 21 14       40.1853     220.323
   2 21 15       39.9974     219.870
   2 21 16       39.8112     219.413
   2 21 17       39.6267     218.952
   2 21 18       39.4441     218.487
   2 21 19       39.2634     218.019
   2 21 20       39.0845     217.547
   2 21 21       38.9076     217.072
   2 21 22       38.7326     216.593
   2 21 23       38.5597     216.111
   2 21 24       38.3888     215.625
   2 21 25       38.2200     215.136
   2 21 26       38.0534     214.644
   2 21 27       37.8889     214.148
   2 21 28       37.7266     213.648
   2 21 29       37.5665     213.146
   2 21 30       37.4087     212.640
   2 21 31       37.2532     212.131
   2 22  0       43.2501     225.979
   2 22  1       43.0435     225.578
   2 22  2       42.8380     225.173
   2 22  3       42.6337     224.765
   2 22  4       42.4306     224.353
   2 22  5       42.2288     223.937
   2 22  6       42.0283     223.518
   2 22  7       41.8292     223.095
   2 22  8       41.6315     222.668
   2 22  9       41.4353     222.238
   2 22 10       41.2405     221.804
   2 22 11       41.0472     221.366
   2 22 12       40.8555     220.925
   2 22 13       40.6654     220.481
   2 22 14       40.4770     220.032
   2 22 15       40.2903     219.580
   2 22 16       40.1052     219.125
   2 22 17       39.9220     218.666
   2 22 18       39.7406     218.203
   2 22 19       39.5610     217.737
   2 22 20       39.3832     217.267
   2 22 21       39.2075     216.794
   2 22 22       39.0336     216.318
   2 22 23       38.8618     215.838
   2 22 24       38.6920     215.354
   2 22 25       38.5243     214.867
   2 22 26       38.3587     214.377
   2 22 27       38.1953     213.884
   2 22 28       38.0340     213.387
   2 22 29       37.8750     212.887
   2 22 30       37.7182     212.384
   2 22 31       37.5637     211.878
   2 23  0       43.5249     225.675
   2 23  1       43.3196     225.275
   2 23  2       43.1153     224.871
   2 23  3       42.9123     224.463
   2 23  4       42.7105     224.052
   2 23  5       42.5100     223.637
   2 23  6       42.3108     223.219
   2 23  7       42.1129     222.797
   2 23  8       41.9165     222.372
   2 23  9       41.7214     221.943
   2 23 10       41.5279     221.510
   2 23 11       41.3359     221.074
   2 23 12       41.1454     220.635
   2 23 13       40.9565     220.191
   2 23 14       40.7693     219.745
   2 23 15       40.5838     219.294
   2 23 16       40.3999     218.841
   2 23 17       40.2178     218.383
   2 23 18       40.0376     217.923
   2 23 19       39.8591     217.458
   2 23 20       39.6825     216.991
   2 23 21       39.5079     216.520
   2 23 22       39.3352     216.045
   2 23 23       39.1644     215.568
   2 23 24       38.9958     215.087
   2 23 25       38.8291     214.602
   2 23 26       38.6646     214.115
   2 23 27       38.5022     213.624
   2 23 28       38.3419     213.130
   2 23 29       38.1839     212.633
   2 23 30       38.0280     212.132
   2 23 31       37.8745     211.629
   2 24  0       43.8004     225.374
   2 24  1       43.5963     224.975
   2 24  2       43.3934     224.572
   2 24  3       43.1916     224.165
   2 24  4       42.9911     223.755
   2 24  5       42.7918     223.341
   2 24  6       42.5939     222.924
   2 24  7       42.3973     222.503
   2 24  8       42.2020     222.079
   2 24  9       42.0083     221.652
   2 24 10       41.8159     221.220
   2 24 11       41.6251     220.786
   2 24 12       41.4359     220.347
   2 24 13       41.2482     219.906
   2 24 14       41.0622     219.461
   2 24 15       40.8778     219.012
   2 24 16       40.6951     218.560
   2 24 17       40.5142     218.105
   2 24 18       40.3351     217.646
   2 24 19       40.1578     217.184
   2 24 20       39.9824     216.718
   2 24 21       39.8088     216.249
   2 24 22       39.6372     215.777
   2 24 23       39.4676     215.301
   2 24 24       39.2999     214.823
   2 24 25       39.1343     214.341
   2 24 26       38.9708     213.855
   2 24 27       38.8095     213.367
   2 24 28       38.6502     212.876
   2 24 29       38.4931     212.381
   2 24 30       38.3383     211.884
   2 24 31       38.1857     211.384
   2 25  0       44.0765     225.077
   2 25  1       43.8737     224.678
   2 25  2       43.6720     224.276
   2 25  3       43.4715     223.870
   2 25  4       43.2723     223.461
   2 25  5       43.0742     223.048
   2 25  6       42.8775     222.632
   2 25  7       42.6822     222.213
   2 25  8       42.4882     221.790
   2 25  9       42.2956     221.364
   2 25 10       42.1045     220.934
   2 25 11       41.9149     220.500
   2 25 12       41.7269     220.064
   2 25 13       41.5404     219.624
   2 25 14       41.3556     219.180
   2 25 15       41.1724     218.733
   2 25 16       40.9909     218.283
   2 25 17       40.8111     217.829
   2 25 18       40.6331     217.372
   2 25 19       40.4570     216.912
   2 25 20       40.2826     216.449
   2 25 21       40.1102     215.982
   2 25 22       39.9397     215.512
   2 25 23       39.7711     215.038
   2 25 24       39.6045     214.562
   2 25 25       39.4400     214.083
   2 25 26       39.2775     213.600
   2 25 27       39.1171     213.114
   2 25 28       38.9589     212.625
   2 25 29       38.8028     212.134
   2 25 30       38.6489     211.639
   2 25 31       38.4972     211.142
   2 26  0       44.3533     224.782
   2 26  1       44.1517     224.385
   2 26  2       43.9513     223.983
   2 26  3       43.7520     223.578
   2 26  4       43.5540     223.170
   2 26  5       43.3572     222.759
   2 26  6       43.1618     222.344
   2 26  7       42.9676     221.926
   2 26  8       42.7749     221.504
   2 26  9       42.5836     221.079
   2 26 10       42.3937     220.650
   2 26 11       42.2053     220.219
   2 26 12       42.0184     219.783
   2 26 13       41.8331     219.345
   2 26 14       41.6495     218.903
   2 26 15       41.4674     218.458
   2 26 16       41.2871     218.009
   2 26 17       41.1085     217.558
   2 26 18       40.9316     217.103
   2 26 19       40.7566     216.644
   2 26 20       40.5833     216.183
   2 26 21       40.4120     215.718
   2 26 22       40.2426     215.250
   2 26 23       40.0751     214.779
   2 26 24       39.9095     214.305
   2 26 25       39.7460     213.828
   2 26 26       39.5846     213.348
   2 26 27       39.4252     212.865
   2 26 28       39.2679     212.378
   2 26 29       39.1128     211.889
   2 26 30       38.9598     211.398
   2 26 31       38.8091     210.903
   2 27  0       44.6306     224.491
   2 27  1       44.4302     224.094
   2 27  2       44.2311     223.694
   2 27  3       44.0331     223.290
   2 27  4       43.8363     222.883
   2 27  5       43.6408     222.472
   2 27  6       43.4465     222.059
   2 27  7       43.2536     221.642
   2 27  8       43.0621     221.221
   2 27  9       42.8720     220.797
   2 27 10       42.6833     220.370
   2 27 11       42.4961     219.940
   2 27 12       42.3104     219.506
   2 27 13       42.1263     219.069
   2 27 14       41.9438     218.629
   2 27 15       41.7629     218.186
   2 27 16       41.5838     217.739
   2 27 17       41.4063     217.289
   2 27 18       41.2305     216.836
   2 27 19       41.0566     216.380
   2 27 20       40.8845     215.920
   2 27 21       40.7142     215.458
   2 27 22       40.5458     214.992
   2 27 23       40.3794     214.523
   2 27 24       40.2149     214.052
   2 27 25       40.0524     213.577
   2 27 26       39.8919     213.099
   2 27 27       39.7335     212.618
   2 27 28       39.5772     212.135
   2 27 29       39.4231     211.649
