bar,run_start,run_stop,att_length,att_length_std,gain_ratio,gain_ratio_std,log_light_ratio_spread,log_light_ratio_spread_std
6,2633,2853,109.76166666666667,0.2542252517600864,0.9510163076923075,0.004757034360326342,0.15652430769230768,0.002212377282169292
6,2854,2870,109.03442857142856,0.08377667105015092,0.9466971428571428,0.0013408188786357953,0.1516332857142857,0.002531580743571987
6,2871,3500,104.45206666666667,0.2894126158656939,0.9415681333333334,0.0016087319588904661,0.20278586666666662,0.009793994220042313
6,3501,4224,105.20545945945946,0.28557051428103475,0.9281732432432432,0.008146604838844957,0.21913886486486486,0.01855945652041271
6,4225,4327,104.41210416666667,0.25271032820729583,0.9579061874999999,0.0010935147586309654,0.2986067708333333,0.007831614515963446
6,4328,4661,102.6570923076923,0.18320431831297268,0.9317319230769231,0.0011470488261043858,0.21087843846153848,0.005541453288976215
7,2077,2199,107.94646666666668,0.30951119886398754,1.0886473333333335,0.0021306977469572734,0.1310676,0.0022042591741142114
7,2200,2280,106.94975,0.28117169280233967,1.10017,0.003070238861500292,0.14734116666666666,0.0078596096577516
7,2281,2304,105.73528571428572,0.23751854922192853,1.098777142857143,0.0007765990744579686,0.16444300000000003,0.0005825571707076094
7,2305,2545,104.46340624999999,0.27477881552430045,1.09164046875,0.0018650640318159247,0.164262,0.0018047203903929282
7,2546,2632,106.78903448275862,0.22803848476754424,1.0930224137931033,0.0012299752034854422,0.16365489655172413,0.002619217523913261
7,2633,2870,107.93613043478263,0.23516087081119572,1.0835415217391304,0.005751696901743647,0.16188041304347828,0.0022516883479628347
7,2871,3500,102.45886666666667,0.2364055460902339,1.0898539999999999,0.0022354739989541243,0.2007748,0.008938851158100052
7,3501,4116,104.05652631578948,0.24669528795044354,1.0666215789473685,0.0020364242737491143,0.19801205263157892,0.006848239201073852
7,4117,4127,106.1515,0.05542788107081411,1.06805,0.003311019480462164,0.18984974999999998,0.0038798506011829843
7,4128,4327,102.86141666666666,0.21418226596886056,1.1151558333333331,0.001976951602566168,0.27243198333333335,0.01282450103316781
7,4328,4489,100.24105593220338,0.20212404755595526,1.1114698305084745,0.0015175130094943231,0.21234889830508477,0.007202818433050262
7,4490,4661,100.78956338028169,0.16712243402598842,1.120256571428571,0.002214713709788809,0.21657660563380285,0.005148398740477875
8,2077,2195,94.49725384615384,0.2862660962632888,1.0574930769230768,0.002634873766106015,0.15927115384615384,0.002596361473179007
8,2196,2322,93.69896551724138,0.2614654091658205,1.0445520689655172,0.01172997380110262,0.18915689655172413,0.0061482214156213764
8,2323,2486,94.56832352941176,0.28996990214891094,1.0311129411764703,0.003221597639290305,0.1928434117647059,0.002655640712738775
8,2487,2629,93.85323725490196,0.2548878822808974,1.032859019607843,0.0016307525688442023,0.19450515686274508,0.002384953301409459
8,2630,2655,95.39291818181819,0.1602747517017505,1.0360636363636362,0.0011782442463819545,0.21096454545454543,0.002106775449208677
8,2656,2870,94.53507428571429,0.21329716272020552,1.0523500000000003,0.0028210048868140295,0.1940976857142857,0.0032999831235189965
8,2871,3500,86.81614545454545,0.23758583659819912,1.0957342424242422,0.0029807015955705053,0.2633941515151515,0.010690152551909811
8,3501,4127,88.87644,0.198815910832106,1.1004260000000001,0.0016068179735116309,0.2492928,0.008055918802967178
8,4128,4132,91.0807,0.41963166992018336,1.09283,0.0017709138883638656,0.223522,0.00785465320940397
8,4133,4219,87.7716,0.22744575177390974,1.0711600000000001,0.001897956796136297,0.2868022,0.012383721975238293
8,4220,4327,88.92518936170214,0.13961996326509296,1.0848878723404256,0.0018886198227189364,0.32751404255319155,0.009057319846770343
8,4328,4505,85.89804545454545,0.25687047625261983,1.0675669696969696,0.001973336637254323,0.23017137878787877,0.004424308751915642
8,4506,4661,87.32079218749999,0.12432631371803343,1.0730131250000001,0.0018177509068557694,0.232370234375,0.0038926331734692606
9,2077,2317,88.94187435897436,0.2649715985921642,0.9762773333333334,0.007647976623091262,0.1764901282051282,0.02095530323206195
9,2318,2394,89.57204857142858,0.23558386844049348,0.9400731142857142,0.002622695078092967,0.20480600000000002,0.0019757294927624644
9,2395,2510,88.12052222222223,0.18668944371619525,0.9467777777777778,0.001749823723044209,0.20596455555555557,0.0015509223142025407
9,2511,2625,89.05016750000001,0.19267574235941004,0.9568983249999998,0.0017559372054190953,0.20364007500000003,0.0019837795163210547
9,2626,2870,89.62492200000001,0.19240573618268347,0.96142486,0.003300462410087406,0.20112912000000002,0.002609511629711582
9,2871,3500,83.3269,2.507537990849902,1.00083,0.032283096932536635,0.245833,0.015340690387187779
9,3501,4116,81.22190606060605,0.17289099550556433,1.0181006969696969,0.011506264247725056,0.23739142424242424,0.00333840597990793
9,4117,4127,82.995225,0.26198625321760505,1.026165,0.0018567781235246657,0.24361925,0.0038784227061396913
9,4128,4132,85.224,0.9403191811294717,0.998866,0.0016657670425362751,0.204941,0.01037235746780837
9,4133,4219,82.27784,0.17886533034660246,0.9987073000000001,0.0014719404233867746,0.23662840000000002,0.0031169565348268774
9,4220,4327,83.49790212765957,0.17942072212369467,1.0130704255319152,0.0015609652734382357,0.24281108510638302,0.003568929840375524
9,4328,4509,80.96546911764707,0.20935961410183285,0.9547258235294118,0.0014503182809014587,0.23561897058823528,0.002118632785899408
9,4510,4661,82.14086935483871,0.13665482722103028,0.9611487903225807,0.0013874757090241805,0.23567127419354836,0.0016665025301158178
10,2077,2278,122.98366666666665,0.478917838774351,1.124991111111111,0.01825594663813193,0.12634007407407408,0.004328356380599454
10,2279,2565,121.58086486486485,0.3023957190961619,1.0399336486486486,0.002543052844209917,0.15101505405405405,0.0013351289429772172
10,2566,2619,122.56720833333334,0.3548278901062059,1.0561220833333334,0.007958062986245813,0.15069029166666667,0.0014236533250516282
10,2620,2870,123.41244230769229,0.3029627048297383,1.0550242307692308,0.0063387778930575215,0.15321196153846156,0.0022531159617255087
10,2871,3500,116.07729411764706,0.35546047429908073,1.0502641176470586,0.0018613864498193188,0.18923817647058822,0.005370145191763705
10,3501,4132,118.61757142857142,0.4231696239243145,1.0545628571428571,0.0019824927619087208,0.1774031428571429,0.007406084861760082
10,4133,4327,116.80694736842104,0.28157984259572466,1.0562733333333334,0.0021332606895526547,0.2952224035087719,0.009597622197957394
10,4328,4500,114.73326984126983,0.24878059475880807,1.0554923809523808,0.00137988924594177,0.1842356349206349,0.004117275001520498
10,4501,4661,115.11698461538462,0.22434523480274435,1.0566390769230771,0.0017111433182586942,0.1885777076923077,0.004344946704897812
11,2077,2292,93.15956551724139,0.21079841535075136,1.1119789655172412,0.0018013947562309657,0.15880527586206897,0.007197299895514226
11,2293,2545,92.21617826086957,0.19360572729997536,1.089443913043478,0.003554893022052239,0.19359030434782606,0.0023198037042415852
11,2546,2620,93.15359999999998,0.24298013121789694,1.10762,0.001809707619110529,0.19495120833333335,0.0025955330052991462
11,2621,2870,93.57249411764707,0.20937339701395352,1.1262445098039215,0.0034670930999367946,0.19900429411764706,0.002559895167079306
11,2871,3500,88.41370857142857,0.175239577022721,1.1478711428571429,0.003782968427366137,0.23037322857142856,0.007258318758837885
11,3501,4127,90.21656666666667,0.5166796896805571,1.14412,0.008704330694516718,0.24361466666666667,0.013084928964270314
11,4128,4132,93.0941,0.29423072171341974,1.11401,0.0026812056989347238,0.269502,0.018962917237598225
11,4133,4327,88.69982982456139,0.20660944083056776,1.2644038596491227,0.04277460944501169,0.27124273684210526,0.007464241749545644
11,4328,4561,87.13926808510638,0.1361341181716605,1.1111240425531916,0.0027843683416565036,0.22173654255319153,0.0036038826275102357
11,4562,4661,87.36786111111111,0.16451545567004155,1.1177572222222223,0.002877244641735406,0.2193069722222222,0.002140667477500512
12,2077,2289,113.54871428571428,0.30346567906000166,0.9473351428571429,0.009642650253336134,0.14457842857142858,0.007329209860105617
12,2290,2353,112.12275,0.2782462456427502,0.9199412499999999,0.0017446412161858044,0.17255428571428572,0.00125260180245368
12,2354,2519,112.8528125,0.41489587831617375,0.9543375625,0.0057057513962749705,0.170765375,0.0020292897271890482
12,2520,2545,111.88149999999999,0.23123245879417587,0.9689219,0.0011885601751699525,0.1713042,0.0008601569391686577
12,2546,2870,113.76796103896103,0.3110731505217763,0.9785947142857139,0.004982204250238506,0.17362174025974023,0.002896310494057835
12,2871,3500,107.71870588235295,0.24106510341201406,0.9346174705882353,0.0047168340905071335,0.21544964705882352,0.0050583343566502036
12,3501,4201,109.66000000000003,0.4090045565427459,0.9334437272727274,0.0030328328518792478,0.22095154545454546,0.01927427154319097
12,4202,4327,108.27756363636362,0.25913596035751885,0.9569637999999999,0.0020327070387674063,0.33560425454545456,0.007713150348517975
12,4328,4572,107.0699797979798,0.2107089993810451,0.90704801010101,0.002490146977508541,0.2048760505050505,0.00394851247114948
12,4573,4661,107.51274193548385,0.26502975703189197,0.9058798387096775,0.0012451184707663327,0.20397645161290326,0.0031150380501865946
13,2077,2280,120.94988888888889,0.5451242694430359,1.1121407407407407,0.002675513001589323,0.13228722222222222,0.005933242804136663
13,2281,2497,119.36061111111113,0.40925887925237836,1.1290827777777777,0.0019222145953605805,0.16290942592592597,0.001505439884058156
13,2498,2544,118.63494444444444,0.18206484565860592,1.1280744444444444,0.001360393007848292,0.16224911111111115,0.0016075561468987924
13,2545,2616,120.5765652173913,0.30618988511492584,1.1241947826086958,0.001446227084115082,0.1619428260869565,0.001888566552157524
13,2617,2870,121.31926415094338,0.31855357956624536,1.1137177358490566,0.003491472977536254,0.1640723773584906,0.002366034882487522
13,2871,3500,115.002375,0.40175923682598824,1.2574842499999999,0.004538300280666766,0.19904022500000002,0.007266596773894571
13,3501,4132,118.055,0.6833773189095467,1.2249,0.0036281488392842566,0.179333,0.017824291979206354
13,4133,4327,115.5100701754386,0.26828028415237887,1.1517596491228068,0.001913564658287393,0.31966354385964907,0.010836250594639765
13,4328,4412,113.30257894736843,0.22032794117417284,1.122859210526316,0.0020956162032844104,0.19542313157894736,0.0058802252784049235
13,4413,4661,113.74602173913046,0.2022997656439178,1.1231955434782608,0.0016933889125003738,0.19529058695652177,0.0043491053881483666
14,2077,2279,86.89914285714285,0.3527139982930021,0.9725585000000001,0.0024637903508328693,0.16689467857142862,0.003991968115152971
14,2280,2361,86.03356875,0.14592094057549587,0.94903903125,0.0019280746627849906,0.2060553125,0.002185675788479103
14,2362,2392,86.79218571428574,0.19937235392652677,0.957367,0.0013937996884160185,0.20092957142857143,0.0029050187536715966
14,2393,2594,86.25079210526316,0.20563566450550452,0.9620756842105262,0.0038249862064096865,0.20405084210526317,0.002270757948192582
14,2595,2714,87.14519999999999,0.17569849351943712,0.9665561562499999,0.0017687191889432159,0.20860359375,0.0025611059117519766
14,2715,2744,87.9922142857143,0.10544519806951184,0.9817272142857144,0.0021118520706638892,0.20802400000000001,0.0015363571013462813
14,2745,2870,87.19655882352941,0.19430497271594907,0.9627953529411765,0.0018233731166416199,0.20414594117647059,0.0022816707879917916
14,2871,3500,82.01769411764705,0.217955190944184,0.9926800294117648,0.002105558267249333,0.27309914705882354,0.005563873868048249
14,3501,4132,84.60577142857143,0.373963851248775,0.9927214285714284,0.0019329363936872776,0.291404,0.0060281222141369654
14,4133,4327,82.82450526315789,0.14525768200968028,1.0450494736842104,0.0017634489940371425,0.37778157894736847,0.009532713402026242
14,4328,4661,81.07491461538461,0.14556635077756844,0.9795580153846154,0.001671962862969129,0.24856536153846154,0.0037625573524968886
15,2077,2359,90.42867999999999,0.30515213025636856,0.9670366166666667,0.0061282174626658085,0.18661681666666666,0.012033476667879024
15,2360,2394,91.22326875,0.22319989000543405,0.959327625,0.001939528901402339,0.1939085625,0.0012612737593773004
15,2395,2545,90.6057,0.16830501329431508,0.9575687083333334,0.0019125049559667018,0.19387791666666668,0.0018660949626753227
15,2546,2644,91.21492857142857,0.2608110082815058,0.9685770571428571,0.0017802613924101458,0.19300594285714284,0.0028553565095684086
15,2645,2870,91.66416,0.21510063203068416,0.9751467249999999,0.004809271711951301,0.1918746,0.0023859565985155733
15,2871,3500,84.09550588235294,0.21067920964623607,1.033583823529412,0.002490477174577885,0.21827064705882354,0.004257181820395166
15,3501,4127,86.0833,0.3147900649639386,1.03572,0.0006686927545592661,0.2151685,0.0021697929048644254
15,4128,4214,84.51537,0.1964908346463012,0.9940871999999998,0.002489730619966732,0.228293,0.0062700121052514735
15,4215,4327,85.16234600000001,0.14644584966464508,0.9956180200000001,0.0013956993012823329,0.23460369999999997,0.005065406034070714
15,4328,4367,83.1917125,0.22008254665863458,0.9332694375,0.001381477920957757,0.2207895,0.002080479752364823
15,4368,4496,83.82971333333333,0.18245516660873726,0.9326911777777778,0.0010826087071696348,0.21714273333333334,0.0018216501603399782
15,4497,4544,84.32211818181817,0.08684867003934703,0.9360710909090909,0.0012913443280371413,0.22101154545454546,0.0016645388858417612
15,4545,4661,84.72586444444444,0.16569764587016314,0.9384416666666665,0.0012804244608722484,0.21771524444444446,0.0018184737819948
16,2077,2145,111.31725,0.29103468435909613,1.0410225,0.001122861857042063,0.12796525,0.005765256255145995
16,2146,2633,110.00096875,0.28683117686792237,1.043645390625,0.005313926411789311,0.14881657031249998,0.002072076165511574
16,2634,2731,110.94518181818181,0.1922641734611383,1.070740909090909,0.0022803925281943468,0.1515097272727273,0.0015442716489076156
16,2732,2743,111.89880000000001,0.2101270092110952,1.07908,0.0016085397104205605,0.1470928,0.0019436916833695608
16,2744,2870,110.89038888888889,0.4493945481161777,1.0513772222222224,0.004118676709758377,0.146047,0.0018785146910376947
16,2871,3500,103.32625,0.2258250152219634,1.0703075,0.0064950370476233804,0.193340875,0.01421436067360664
16,3501,4116,104.57244444444444,0.2551969222694542,1.0889133333333332,0.006939121782409595,0.21403716666666664,0.013731096222524341
16,4117,4132,107.00957142857145,0.25017300136554443,1.07904,0.0018902985402915991,0.19058385714285717,0.013123179334168027
16,4133,4327,103.75045614035088,0.2150844036835548,1.0006166315789473,0.002473767732445906,0.22306614035087718,0.014149628859355097
16,4328,4509,102.07510294117647,0.28039306128162095,0.9924202941176472,0.0016392109297824757,0.16888310294117645,0.003340560617531602
16,4510,4661,102.73503225806452,0.1621839823185612,0.999318806451613,0.0011872042767767687,0.1715473709677419,0.003688423696158422
17,2077,2289,88.46093214285715,0.3296232005244469,0.8618282142857143,0.003030524569833972,0.17201710714285712,0.005005859362068229
17,2290,2311,87.94916666666667,0.10560941666768911,0.8495452222222223,0.0009748176784265155,0.20401900000000003,0.0014055912160605866
17,2312,2500,88.81988372093024,0.24326018029341898,0.8497786511627906,0.003440860032322377,0.20329506976744185,0.0019920097528871757
17,2501,2545,87.77183125,0.15802313010580932,0.8454109375,0.0013467938998205301,0.2050420625,0.0016622126619640937
17,2546,2635,88.561965625,0.2369712477408579,0.85405771875,0.001732543329804023,0.20463909375,0.0025497253204925705
17,2636,2721,89.29722666666666,0.16207945568626422,0.8721331333333334,0.004413629222709534,0.20662366666666668,0.002112952205380477
17,2722,2744,90.27966666666666,0.15678442382952076,0.8924782222222222,0.0010371337402002305,0.1994062222222222,0.0015597228940336947
17,2745,2870,88.89067647058823,0.20149671294768165,0.8733578235294118,0.006157145263219603,0.20010170588235293,0.002798466339742409
17,2871,3500,82.55125333333334,0.27141477942236164,0.9118241999999999,0.0022825959549016297,0.23464726666666663,0.00694482615541159
17,3501,4107,83.90152142857141,0.2016766583936165,0.9373180714285715,0.0029210059290859388,0.24704735714285714,0.010287478634639455
17,4108,4132,85.28317500000001,0.44470401415810756,0.9452033333333332,0.0044110512226553066,0.24017833333333335,0.007968515549056523
17,4133,4305,82.11669574468085,0.17024350390012066,0.8856702340425532,0.0012945206656267499,0.2563641276595744,0.007529840942676073
17,4306,4661,81.43690642857143,0.17467426836859,0.8672653071428571,0.0017733904529235582,0.22823882142857146,0.00304548312908491
18,2077,2232,90.05253333333334,0.2911886162304815,0.8913915333333334,0.001523272042530662,0.16698153333333335,0.0035260958933200984
18,2233,2635,90.55730956521738,0.24828958232498458,0.8981022434782607,0.002454288057900525,0.1974720608695652,0.0046026690182922195
18,2636,2832,91.75196296296293,0.19832471904382812,0.9185057407407407,0.004410258593179143,0.2728998888888889,0.010810774492875267
18,2833,2870,91.17246875000001,0.2340225702756844,0.9173714374999999,0.00397940747738829,0.2176403125,0.005252386549450042
18,2871,3500,84.70616666666668,0.2111881015166875,0.8976514666666665,0.0019627177710738078,0.28933326666666664,0.0060874003917016075
18,3501,4116,85.8522842105263,0.23797518062352138,0.918775947368421,0.0015446339874302557,0.29263042105263154,0.009623988145395583
18,4117,4132,88.45461428571427,0.4860752981896981,0.9280588571428572,0.006257367553043172,0.2711667142857143,0.018298813472184365
18,4133,4203,84.91053333333333,0.4088701590221227,0.874669,0.00313315776031473,0.28721633333333335,0.011220696791634451
18,4204,4661,84.19459677419354,0.14125539590158875,0.8721316397849462,0.0015329903465133648,0.24215270967741934,0.016108585191861348
19,2077,2545,93.687812,0.24925478823083833,1.1738426000000002,0.0026976091710994667,0.18941253,0.002500224655725961
19,2546,2632,94.60962413793104,0.24421597515479695,1.1675382758620692,0.002579903859429692,0.19314441379310346,0.0031869155936718914
19,2633,2870,95.28333478260868,0.241276123809641,1.130102391304348,0.008968683967436377,0.20410799999999996,0.0060957466532714066
19,2871,3500,89.03912222222223,0.26059093647485,1.181055,0.010880491589180257,0.32326383333333336,0.016415479776892162
19,3501,4132,91.39649999999999,0.4792383164981689,1.148934,0.012640945534254901,0.30342100000000005,0.0168980049946732
19,4133,4327,88.82162105263157,0.16986832024675208,1.0993817543859647,0.001651657458653693,0.3041763859649123,0.01053136521323517
19,4328,4405,87.53255757575758,0.19740405115474385,1.09144,0.0013740230689254886,0.2248300606060606,0.00276496896732428
19,4406,4651,87.98092747252747,0.1331316930967174,1.097071868131868,0.0016405888195762193,0.22852173626373626,0.0034441592790163465
19,4652,4661,88.74180000000001,0.12387427093630153,1.1009475,0.0007206030460662837,0.23355225,0.007560685927050536
20,2077,2289,92.99870357142858,0.26900300779272074,1.1169753571428571,0.002917921816908716,0.16786964285714293,0.009364731916742143
20,2290,2545,92.10441250000001,0.25192869302945126,1.136932222222222,0.002429583996296831,0.18478893055555556,0.0020490273798831507
20,2546,2870,93.58965974025975,0.2207718945384905,1.139941948051948,0.0035825428243372788,0.19638420779220778,0.005305249062877258
20,2871,3500,86.49254444444443,0.24302159305575738,1.1492205555555557,0.0027807762150206567,0.26419072222222223,0.010292244851804975
20,3501,4097,85.4530857142857,0.09737094651121238,1.1751214285714287,0.0020362109669778573,0.3261622857142857,0.013741448756167137
20,4098,4205,86.60000952380953,0.3238701002162117,1.1619933333333332,0.01021113553376355,0.2994852857142857,0.017386630578428593
20,4206,4309,85.79866000000001,0.16537518206927135,1.1478791111111113,0.0019382957258859178,0.30742275555555554,0.007220616434612939
20,4310,4379,85.53143870967743,0.16047804930273948,1.1234535483870969,0.004370527057894475,0.22806548387096776,0.015871131817011847
20,4380,4661,86.12444351851849,0.1426657484868878,1.121445462962963,0.0016075869795368332,0.21902599999999997,0.0031150082813040138
21,2077,2279,100.40374999999999,0.35531581374884114,1.1615167857142856,0.0035963573372148096,0.1697253928571429,0.00854778827842654
21,2280,2310,98.67943,0.1546055564978156,1.1167900000000002,0.002391254900674549,0.18392940000000002,0.0022736353357563767
21,2311,2509,99.36975,0.2843696515980559,1.10553875,0.002595909141482682,0.1886817291666667,0.0034382859146406034
21,2510,2545,98.80546428571428,0.1811665595409886,1.1154621428571427,0.001580095741093079,0.18872178571428572,0.0020566332119187763
21,2546,2870,101.18702597402597,0.25314171248152056,1.1761383116883117,0.006490089828405496,0.2279538831168831,0.0126012856414537
21,2871,3500,94.90459166666668,0.20287684465513192,1.1806086111111112,0.0042825707186077535,0.25471249999999995,0.008559712840783076
21,3501,4127,96.2533,0.24211868760772928,1.153285,0.017681471862438996,0.25501949999999995,0.026985882153143206
21,4128,4132,99.1823,0.7367328280998445,1.12303,0.003393717725445029,0.236979,0.05236856384282464
21,4133,4327,94.51331403508772,0.2009807108127683,1.1928952631578946,0.0016477236879406053,0.25769366666666665,0.0063891428448891036
21,4328,4389,93.2083846153846,0.14723557704552614,1.1499592307692308,0.0018553165250932407,0.20670176923076922,0.0031023143136361467
21,4390,4661,93.61259807692309,0.15130725615624824,1.1575081730769232,0.0036424515635930283,0.20612185576923076,0.0030831352873903106
22,2077,2290,108.29679310344828,0.37291927381140305,1.0516855172413793,0.0025972725564448232,0.17181903448275865,0.011604337923982709
22,2291,2545,106.83892957746478,0.2810184858810243,1.0392570422535212,0.001779835721463573,0.18419735211267604,0.0034321720470459676
22,2546,2632,108.2758275862069,0.1614168023056697,1.0466337931034482,0.0017446319912176383,0.2186613448275862,0.004468696464069865
22,2633,2870,109.00269565217388,0.2398253775567272,1.060903695652174,0.0061243517345301104,0.24956599999999995,0.01344420963608982
22,2871,3500,101.85360606060605,0.3200679794643965,1.0797248484848485,0.010329452777084202,0.25007793939393935,0.013928015960731363
22,3501,4127,103.1238,0.18749762665164887,1.0821859999999999,0.003685325494444161,0.2709046,0.01500273989109989
22,4128,4132,106.055,0.49744973615431703,1.04558,0.0032487191322119833,0.236028,0.022685569593025427
