# x: pt/A (MeV/c)
# y: DR(CI-n/CI-p), using pseudo-n from Y(t)/Y(He3)
# Provided by Rensheng Wang on 20210609
# No merging was done
x    y      yerr    yferr
135	1.202	0.008	0.624
165	1.217	0.005	0.371
195	1.249	0.005	0.387
225	1.311	0.007	0.55
255	1.322	0.01	0.757
285	1.408	0.014	1.02
315	1.437	0.02	1.392
345	1.527	0.033	2.19
375	1.612	0.108	6.699
